,Sample Number,Area Proportion of Inclusions Occurring in Discontinuous Array,Quenching Media Temperature (for Carburization),Diffusion time,Fatigue Strength,Through Hardening Time,Cooling Rate for Tempering,Reduction Ratio (Ingot to Bar),Normalizing Temperature,Diffusion Temperature,Carburization Time,Cooling Rate for Through Hardening,Area Proportion of Inclusions Deformed by Plastic Work,Tempering Temperature,Area Proportion of Isolated Inclusions,Tempering Time,Carburization Temperature,Through Hardening Temperature,chemical_formula
210,80.0,0.01,30.0,0.0,382.0,30.0,24.0,1270.0,845.0,30.0,0.0,24.0,0.04,650.0,0.0,60.0,30.0,845.0,Fe0.98496C0.0042Mn0.007Si0.0026P0.00024Cr0.001
211,274.0,0.0,30.0,0.0,438.0,30.0,24.0,1510.0,870.0,30.0,0.0,8.0,0.0,650.0,0.03,60.0,30.0,845.0,Fe0.97675C0.0042Mn0.0151Si0.0021P0.00026S0.00019Ni0.0002Cr0.0012
212,27.0,0.0,30.0,0.0,379.0,30.0,24.0,610.0,865.0,30.0,0.0,24.0,0.07,600.0,0.03,60.0,30.0,865.0,Fe0.98367C0.0036Mn0.007Cu0.0009Si0.0026S0.00023Ni0.0008Cr0.0012
213,329.0,0.0,30.0,0.0,524.0,30.0,24.0,590.0,870.0,30.0,0.0,8.0,0.07,630.0,0.01,60.0,30.0,845.0,Fe0.96019C0.004Mn0.007Cu0.0008Si0.0025P0.00021S0.0002Mo0.0017Ni0.0163Cr0.0071
214,435.0,0.0,60.0,70.2,1104.0,0.0,0.5,690.0,930.0,895.812,340.2,0.0,0.08,200.0,0.0,120.0,930.0,30.0,Fe0.97169C0.0021Mn0.0081Cu0.0007Si0.0031P0.00012S0.00019Mo0.0017Ni0.0006Cr0.0117
215,404.0,0.0,60.0,25.2,986.0,0.0,0.5,690.0,930.0,882.3810000000002,130.2,0.0,0.06,160.0,0.0,120.0,930.0,30.0,Fe0.97316C0.0018Mn0.0076Cu0.0012Si0.0026S0.00014Mo0.0017Ni0.0056Cr0.0062
216,280.0,0.0,30.0,0.0,442.0,30.0,24.0,1740.0,870.0,30.0,0.0,8.0,0.07,650.0,0.0,60.0,30.0,845.0,Fe0.97591C0.0043Mn0.0146Cu0.0002Si0.0026P0.00012S0.00017Ni0.0002Cr0.0019
217,20.0,0.01,30.0,0.0,416.0,30.0,24.0,1270.0,865.0,30.0,0.0,24.0,0.13,550.0,0.0,60.0,30.0,865.0,Fe0.98414C0.0037Mn0.0078Cu0.0002Si0.0027P0.00016S0.0002Cr0.0011
218,133.0,0.0,30.0,0.0,470.0,30.0,24.0,1740.0,870.0,30.0,0.0,8.0,0.03,650.0,0.01,60.0,30.0,855.0,Fe0.9752C0.0042Mn0.0072Si0.0022P0.00016S0.00014Ni0.0003Cr0.0106
219,385.0,0.01,30.0,0.0,829.0,30.0,24.0,1455.0,845.0,30.0,0.0,8.0,0.02,430.0,0.01,60.0,30.0,845.0,Fe0.9668C0.0053Mn0.0075Cu0.0006Si0.0131Ni0.0004Cr0.0063
220,387.0,0.0,30.0,0.0,806.0,30.0,24.0,925.0,845.0,30.0,0.0,8.0,0.03,500.0,0.0,60.0,30.0,845.0,Fe0.96497C0.0054Mn0.0069Si0.015P0.00013Ni0.0002Cr0.0074
221,356.0,0.0,30.0,0.0,607.0,30.0,24.0,820.0,870.0,30.0,0.0,8.0,0.02,580.0,0.02,60.0,30.0,845.0,Fe0.9595C0.0044Mn0.0074Cu0.0009Si0.0025Ni0.0174Cr0.0079
222,334.0,0.0,30.0,0.0,512.0,30.0,24.0,820.0,870.0,30.0,0.0,8.0,0.04,630.0,0.0,60.0,30.0,845.0,Fe0.95627C0.0041Mn0.0074Cu0.0012Si0.0029P0.00013Mo0.0022Ni0.0184Cr0.0074
223,230.0,0.0,30.0,0.0,432.0,30.0,24.0,480.0,870.0,30.0,0.0,8.0,0.02,550.0,0.0,60.0,30.0,845.0,Fe0.97508C0.0038Mn0.0159Cu0.0005Si0.0021P0.00017S0.00015Ni0.0003Cr0.002
224,352.0,0.0,30.0,0.0,491.0,30.0,24.0,420.0,870.0,30.0,0.0,8.0,0.07,680.0,0.01,60.0,30.0,845.0,Fe0.95513C0.0037Mn0.0076Cu0.0003Si0.0029P0.00017Mo0.0024Ni0.0188Cr0.009
225,50.0,0.0,30.0,0.0,465.0,30.0,24.0,610.0,845.0,30.0,0.0,24.0,0.06,550.0,0.01,60.0,30.0,845.0,Fe0.9829C0.0045Mn0.0071Cu0.0013Si0.0024Ni0.0012Cr0.0006
226,309.0,0.0,30.0,0.0,496.0,30.0,24.0,700.0,900.0,30.0,0.0,8.0,0.01,650.0,0.01,60.0,30.0,845.0,Fe0.9523C0.0034Mn0.0065Cu0.0005Si0.0026Ni0.0263Cr0.0084
227,36.0,0.03,30.0,0.0,344.0,30.0,24.0,825.0,865.0,30.0,0.0,24.0,0.05,650.0,0.0,60.0,30.0,865.0,Fe0.98607C0.0035Mn0.0077Cu0.0002Si0.0021P0.00021S0.00022
228,174.0,0.0,30.0,0.0,496.0,30.0,24.0,1740.0,870.0,30.0,0.0,8.0,0.05,650.0,0.0,60.0,30.0,855.0,Fe0.97387C0.0035Mn0.0071Cu0.0002Si0.0025P0.0002S0.00013Mo0.0017Ni0.0002Cr0.0106
229,323.0,0.0,30.0,0.0,619.0,30.0,24.0,420.0,870.0,30.0,0.0,8.0,0.03,580.0,0.0,60.0,30.0,845.0,Fe0.95444C0.0042Mn0.0078Cu0.0004Si0.003P0.00016Mo0.0024Ni0.019Cr0.0086
230,208.0,0.0,30.0,0.0,577.0,30.0,24.0,510.0,870.0,30.0,0.0,8.0,0.04,600.0,0.03,60.0,30.0,855.0,Fe0.97088C0.004Mn0.0074Cu0.001Si0.0025P0.00014S0.00028Mo0.0018Ni0.0024Cr0.0096
231,407.0,0.0,60.0,34.8,1089.0,0.0,0.5,690.0,930.0,895.5169999999998,450.0,0.0,0.06,160.0,0.0,120.0,930.0,30.0,Fe0.97316C0.0018Mn0.0076Cu0.0012Si0.0026S0.00014Mo0.0017Ni0.0056Cr0.0062
232,282.0,0.0,30.0,0.0,563.0,30.0,24.0,610.0,900.0,30.0,0.0,8.0,0.0,550.0,0.01,60.0,30.0,845.0,Fe0.9532C0.0032Mn0.0049Cu0.0009Si0.003Ni0.0266Cr0.0082
233,79.0,0.0,30.0,0.0,398.0,30.0,24.0,610.0,845.0,30.0,0.0,24.0,0.09,650.0,0.04,60.0,30.0,845.0,Fe0.98164C0.0045Mn0.0079Cu0.0015Si0.0025P0.00011S0.00025Ni0.0012Cr0.0004
234,88.0,0.01,30.0,0.0,533.0,30.0,24.0,1270.0,825.0,30.0,0.0,24.0,0.1,550.0,0.0,60.0,30.0,825.0,Fe0.98144C0.0057Mn0.0082Si0.003P0.00024S0.00022Ni0.0002Cr0.001
235,318.0,0.01,30.0,0.0,588.0,30.0,24.0,640.0,870.0,30.0,0.0,8.0,0.02,580.0,0.01,60.0,30.0,845.0,Fe0.95837C0.0042Mn0.0073Cu0.0009Si0.0025P0.00012S0.00021Mo0.0022Ni0.0169Cr0.0073
236,187.0,0.0,30.0,0.0,606.0,30.0,24.0,1740.0,870.0,30.0,0.0,8.0,0.06,550.0,0.01,60.0,30.0,855.0,Fe0.97436C0.0037Mn0.0069Cu0.0002Si0.0024P0.00018S0.00016Mo0.0019Ni0.0002Cr0.01
237,428.0,0.004,60.0,49.8,858.0,0.0,0.5,530.0,930.0,881.807,90.0,0.0,0.017,160.0,0.008,120.0,930.0,30.0,Fe0.97369C0.0018Mn0.0079Cu0.0008Si0.0025P0.00016S0.00015Mo0.0015Ni0.0007Cr0.0108
238,297.0,0.0,30.0,0.0,523.0,30.0,24.0,820.0,900.0,30.0,0.0,8.0,0.01,600.0,0.01,60.0,30.0,845.0,Fe0.9534C0.0033Mn0.0049Cu0.0006Si0.003Ni0.0266Cr0.0082
239,332.0,0.01,30.0,0.0,531.0,30.0,24.0,640.0,870.0,30.0,0.0,8.0,0.02,630.0,0.01,60.0,30.0,845.0,Fe0.95837C0.0042Mn0.0073Cu0.0009Si0.0025P0.00012S0.00021Mo0.0022Ni0.0169Cr0.0073
240,244.0,0.0,30.0,0.0,363.0,30.0,24.0,480.0,870.0,30.0,0.0,8.0,0.02,650.0,0.0,60.0,30.0,845.0,Fe0.97508C0.0038Mn0.0159Cu0.0005Si0.0021P0.00017S0.00015Ni0.0003Cr0.002
241,183.0,0.0,30.0,0.0,562.0,30.0,24.0,610.0,870.0,30.0,0.0,8.0,0.05,550.0,0.01,60.0,30.0,855.0,Fe0.97222C0.004Mn0.0077Cu0.0013Si0.0026P0.00018Mo0.0017Ni0.0005Cr0.0098
242,383.0,0.0,30.0,0.0,718.0,30.0,24.0,796.0,845.0,30.0,0.0,8.0,0.058,490.0,0.004,60.0,30.0,845.0,Fe0.97234C0.0062Mn0.0088Cu0.0012Si0.0029P0.00026Mo0.0003Ni0.0005Cr0.0075
243,360.0,0.0,30.0,0.0,551.0,30.0,24.0,740.0,870.0,30.0,0.0,8.0,0.03,630.0,0.01,60.0,30.0,845.0,Fe0.95909C0.0047Mn0.0072Cu0.0006Si0.0028P0.00011Ni0.0176Cr0.0079
244,223.0,0.0,30.0,0.0,523.0,30.0,24.0,510.0,870.0,30.0,0.0,8.0,0.04,650.0,0.03,60.0,30.0,855.0,Fe0.97088C0.004Mn0.0074Cu0.001Si0.0025P0.00014S0.00028Mo0.0018Ni0.0024Cr0.0096
245,98.0,0.0,30.0,0.0,466.0,30.0,24.0,1270.0,825.0,30.0,0.0,24.0,0.09,600.0,0.0,60.0,30.0,825.0,Fe0.98155C0.0053Mn0.0083Si0.003P0.00019S0.00026Ni0.0002Cr0.0012
246,406.0,0.0,60.0,34.8,946.0,0.0,0.5,440.0,930.0,895.5169999999998,450.0,0.0,0.013,160.0,0.0,120.0,930.0,30.0,Fe0.97338C0.0023Mn0.0085Cu0.0007Si0.0029P0.00011S0.00011Mo0.0016Ni0.0044Cr0.006
247,142.0,0.0,30.0,0.0,535.0,30.0,24.0,500.0,870.0,30.0,0.0,8.0,0.08,550.0,0.01,60.0,30.0,855.0,Fe0.9726C0.0034Mn0.0072Cu0.001Si0.0025P0.00019S0.00011Mo0.0017Ni0.0012Cr0.0101
248,258.0,0.0,30.0,0.0,449.0,30.0,24.0,820.0,870.0,30.0,0.0,8.0,0.03,600.0,0.0,60.0,30.0,845.0,Fe0.9761C0.0042Mn0.015Cu0.0005Si0.0023Ni0.0004Cr0.0015
249,48.0,0.0,30.0,0.0,513.0,30.0,24.0,1740.0,845.0,30.0,0.0,24.0,0.07,550.0,0.0,60.0,30.0,845.0,Fe0.98306C0.0045Mn0.0079Cu0.0002Si0.0025P0.00018S0.00016Ni0.0002Cr0.0013
250,2.0,0.0,30.0,0.0,235.0,0.0,0.0,610.0,885.0,30.0,0.0,0.0,0.11,30.0,0.04,0.0,30.0,30.0,Fe0.98833C0.0025Mn0.0044Cu0.0008Si0.0018S0.00017Ni0.0008Cr0.0012
251,83.0,0.02,30.0,0.0,489.0,30.0,24.0,825.0,825.0,30.0,0.0,24.0,0.12,550.0,0.0,60.0,30.0,825.0,Fe0.98219C0.0052Mn0.0083Cu0.0002Si0.0029P0.00016S0.00025Ni0.0004Cr0.0004
252,222.0,0.0,30.0,0.0,517.0,30.0,24.0,820.0,870.0,30.0,0.0,8.0,0.02,650.0,0.02,60.0,30.0,855.0,Fe0.9741C0.004Mn0.007Cu0.0012Si0.0022Mo0.0017Ni0.0004Cr0.0094
253,118.0,0.01,30.0,0.0,536.0,30.0,24.0,820.0,870.0,30.0,0.0,8.0,0.01,550.0,0.01,60.0,30.0,855.0,Fe0.97469C0.0039Mn0.0073Cu0.0011Si0.0025P0.00011Ni0.0006Cr0.0098
254,9.0,0.0,30.0,0.0,275.0,0.0,0.0,610.0,885.0,30.0,0.0,0.0,0.08,30.0,0.04,0.0,30.0,30.0,Fe0.9885C0.0027Mn0.0037Cu0.0009Si0.0023S0.0003Ni0.0006Cr0.001
255,317.0,0.0,30.0,0.0,591.0,30.0,24.0,1290.0,870.0,30.0,0.0,8.0,0.06,580.0,0.0,60.0,30.0,845.0,Fe0.95787C0.004Mn0.0073Cu0.0008Si0.0033P0.00011S0.00012Mo0.002Ni0.0171Cr0.0074
256,43.0,0.0,30.0,0.0,348.0,30.0,24.0,1740.0,865.0,30.0,0.0,24.0,0.06,650.0,0.0,60.0,30.0,865.0,Fe0.98586C0.0032Mn0.0073Cu0.0003Si0.0026P0.00015S0.00019Ni0.0002Cr0.0002
257,231.0,0.0,30.0,0.0,482.0,30.0,24.0,1740.0,870.0,30.0,0.0,8.0,0.06,550.0,0.01,60.0,30.0,845.0,Fe0.97871C0.004Mn0.0138Cu0.0002Si0.0025P0.00017S0.00012Ni0.0002Cr0.0003
258,368.0,0.0,30.0,0.0,482.0,30.0,24.0,820.0,870.0,30.0,0.0,8.0,0.02,680.0,0.02,60.0,30.0,845.0,Fe0.9595C0.0044Mn0.0074Cu0.0009Si0.0025Ni0.0174Cr0.0079
259,212.0,0.0,30.0,0.0,511.0,30.0,24.0,1740.0,870.0,30.0,0.0,8.0,0.06,650.0,0.0,60.0,30.0,855.0,Fe0.97209C0.0043Mn0.0074Cu0.0002Si0.0026P0.00019S0.00012Mo0.0022Ni0.0002Cr0.0107
260,437.0,0.004,60.0,70.2,882.0,0.0,0.5,530.0,930.0,895.812,340.2,0.0,0.017,200.0,0.008,120.0,930.0,30.0,Fe0.97369C0.0018Mn0.0079Cu0.0008Si0.0025P0.00016S0.00015Mo0.0015Ni0.0007Cr0.0108
261,123.0,0.0,30.0,0.0,504.0,30.0,24.0,820.0,870.0,30.0,0.0,8.0,0.01,600.0,0.01,60.0,30.0,855.0,Fe0.9758C0.0042Mn0.0071Cu0.0004Si0.0027Ni0.0002Cr0.0096
262,353.0,0.0,30.0,0.0,463.0,30.0,24.0,590.0,870.0,30.0,0.0,8.0,0.07,680.0,0.0,60.0,30.0,845.0,Fe0.9604C0.0043Mn0.0068Cu0.0009Si0.0026P0.00012S0.00018Mo0.0017Ni0.0162Cr0.0068
263,395.0,0.0,60.0,15.0,1082.0,0.0,0.5,440.0,930.0,850.0,469.8,0.0,0.017,160.0,0.008,120.0,930.0,30.0,Fe0.96684C0.0017Mn0.0055Cu0.0005Si0.0028S0.00016Mo0.0016Ni0.0164Cr0.0045
264,278.0,0.0,30.0,0.0,383.0,30.0,24.0,820.0,870.0,30.0,0.0,8.0,0.02,650.0,0.01,60.0,30.0,845.0,Fe0.9772C0.0041Mn0.0148Cu0.0006Si0.0022Ni0.0003Cr0.0008
265,436.0,0.01,60.0,70.2,1008.0,0.0,0.5,240.0,930.0,895.812,340.2,0.0,0.05,200.0,0.0,120.0,930.0,30.0,Fe0.97761C0.0021Mn0.0065Si0.0026P0.00015S0.00024Mo0.0015Ni0.0002Cr0.0091
266,177.0,0.0,30.0,0.0,490.0,30.0,24.0,500.0,870.0,30.0,0.0,8.0,0.05,650.0,0.02,60.0,30.0,855.0,Fe0.97153C0.0037Mn0.0076Cu0.0012Si0.0029P0.00017Mo0.0016Ni0.0012Cr0.0101
267,314.0,0.0,30.0,0.0,606.0,30.0,24.0,420.0,870.0,30.0,0.0,8.0,0.03,580.0,0.01,60.0,30.0,845.0,Fe0.95328C0.004Mn0.0079Cu0.0005Si0.0029P0.00022Mo0.0024Ni0.0192Cr0.0096
268,92.0,0.0,30.0,0.0,468.0,30.0,24.0,1740.0,825.0,30.0,0.0,24.0,0.07,600.0,0.0,60.0,30.0,825.0,Fe0.9834C0.0055Mn0.0076Si0.0023P0.00018S0.00012Cr0.0009
269,388.0,0.01,30.0,0.0,720.0,30.0,24.0,1455.0,845.0,30.0,0.0,8.0,0.02,500.0,0.01,60.0,30.0,845.0,Fe0.9667C0.0053Mn0.0075Cu0.0006Si0.0131Ni0.0004Cr0.0064
270,145.0,0.0,30.0,0.0,563.0,30.0,24.0,1120.0,870.0,30.0,0.0,8.0,0.03,550.0,0.01,60.0,30.0,855.0,Fe0.97123C0.0035Mn0.008Cu0.0018Si0.0025P0.0002S0.00017Mo0.0019Ni0.0008Cr0.0099
271,275.0,0.0,30.0,0.0,410.0,30.0,24.0,740.0,870.0,30.0,0.0,8.0,0.02,650.0,0.01,60.0,30.0,845.0,Fe0.974C0.0045Mn0.0158Cu0.0008Si0.0033Ni0.0006Cr0.001
272,416.0,0.004,60.0,34.8,889.0,0.0,0.5,390.0,930.0,895.5169999999998,100.2,0.0,0.025,160.0,0.0,120.0,930.0,30.0,Fe0.97452C0.0019Mn0.0077Cu0.0016Si0.0021P0.00017S0.00011Mo0.0005Ni0.0012Cr0.0102
273,115.0,0.0,30.0,0.0,524.0,30.0,24.0,820.0,870.0,30.0,0.0,8.0,0.01,550.0,0.01,60.0,30.0,855.0,Fe0.9758C0.0042Mn0.0071Cu0.0004Si0.0027Ni0.0002Cr0.0096
274,162.0,0.0,30.0,0.0,550.0,30.0,24.0,820.0,870.0,30.0,0.0,8.0,0.1,600.0,0.0,60.0,30.0,855.0,Fe0.97476C0.0035Mn0.007Cu0.0002Si0.0025P0.00026S0.00018Mo0.0016Cr0.01
275,236.0,0.01,30.0,0.0,404.0,30.0,24.0,610.0,870.0,30.0,0.0,8.0,0.02,600.0,0.02,60.0,30.0,845.0,Fe0.9748C0.0041Mn0.0151Cu0.0008Si0.0024P0.0002Ni0.0004Cr0.0022
276,430.0,0.01,60.0,70.2,1028.0,0.0,0.5,240.0,930.0,895.812,340.2,0.0,0.05,160.0,0.0,120.0,930.0,30.0,Fe0.97761C0.0021Mn0.0065Si0.0026P0.00015S0.00024Mo0.0015Ni0.0002Cr0.0091
277,37.0,0.02,30.0,0.0,369.0,30.0,24.0,1270.0,865.0,30.0,0.0,24.0,0.07,650.0,0.0,60.0,30.0,865.0,Fe0.98469C0.0035Mn0.0074Si0.003P0.00017S0.00024Cr0.001
278,53.0,0.0,30.0,0.0,502.0,30.0,24.0,1740.0,845.0,30.0,0.0,24.0,0.08,550.0,0.0,60.0,30.0,845.0,Fe0.98354C0.0048Mn0.0075Si0.0025P0.00024S0.00022Ni0.0002Cr0.001
279,226.0,0.0,30.0,0.0,427.0,30.0,24.0,610.0,870.0,30.0,0.0,8.0,0.03,550.0,0.01,60.0,30.0,845.0,Fe0.97588C0.0038Mn0.0152Cu0.0007Si0.0027P0.00012Ni0.0003Cr0.0013
280,338.0,0.0,30.0,0.0,583.0,30.0,24.0,420.0,870.0,30.0,0.0,8.0,0.07,630.0,0.01,60.0,30.0,845.0,Fe0.95513C0.0037Mn0.0076Cu0.0003Si0.0029P0.00017Mo0.0024Ni0.0188Cr0.009
281,417.0,0.0,60.0,70.2,884.0,0.0,0.5,460.0,930.0,895.812,499.8,0.0,0.025,160.0,0.004,120.0,930.0,30.0,Fe0.97369C0.0021Mn0.0076Cu0.0014Si0.003P0.00021Mo0.0003Ni0.0008Cr0.0109
282,348.0,0.0,30.0,0.0,469.0,30.0,24.0,820.0,870.0,30.0,0.0,8.0,0.04,680.0,0.0,60.0,30.0,845.0,Fe0.95627C0.0041Mn0.0074Cu0.0012Si0.0029P0.00013Mo0.0022Ni0.0184Cr0.0074
283,265.0,0.0,30.0,0.0,461.0,30.0,24.0,1510.0,870.0,30.0,0.0,8.0,0.0,600.0,0.02,60.0,30.0,845.0,Fe0.97777C0.004Mn0.0147Si0.0025P0.00027S0.00016Ni0.0002Cr0.0004
284,108.0,0.0,30.0,0.0,428.0,30.0,24.0,1740.0,825.0,30.0,0.0,24.0,0.08,650.0,0.0,60.0,30.0,825.0,Fe0.98285C0.0057Mn0.0074Cu0.0002Si0.0023P0.00018S0.00017Cr0.0012
285,432.0,0.0,140.0,70.2,1080.0,0.0,0.5,690.0,930.0,895.812,340.2,0.0,0.08,160.0,0.0,120.0,930.0,30.0,Fe0.97169C0.0021Mn0.0081Cu0.0007Si0.0031P0.00012S0.00019Mo0.0017Ni0.0006Cr0.0117
286,324.0,0.0,30.0,0.0,643.0,30.0,24.0,420.0,870.0,30.0,0.0,8.0,0.07,580.0,0.01,60.0,30.0,845.0,Fe0.95513C0.0037Mn0.0076Cu0.0003Si0.0029P0.00017Mo0.0024Ni0.0188Cr0.009
287,153.0,0.0,30.0,0.0,519.0,30.0,24.0,1250.0,870.0,30.0,0.0,8.0,0.0,600.0,0.02,60.0,30.0,855.0,Fe0.97419C0.0035Mn0.007Si0.003P0.00019S0.00012Mo0.0015Ni0.0002Cr0.0103
288,431.0,0.004,60.0,70.2,948.0,0.0,0.5,530.0,930.0,895.812,340.2,0.0,0.017,160.0,0.008,120.0,930.0,30.0,Fe0.97369C0.0018Mn0.0079Cu0.0008Si0.0025P0.00016S0.00015Mo0.0015Ni0.0007Cr0.0108
289,178.0,0.0,30.0,0.0,523.0,30.0,24.0,1120.0,870.0,30.0,0.0,8.0,0.03,650.0,0.02,60.0,30.0,855.0,Fe0.97103C0.0038Mn0.008Cu0.0012Si0.0027P0.00015S0.00012Mo0.0016Ni0.0007Cr0.0107
290,211.0,0.0,30.0,0.0,496.0,30.0,24.0,500.0,870.0,30.0,0.0,8.0,0.08,650.0,0.01,60.0,30.0,855.0,Fe0.97111C0.0039Mn0.0086Cu0.0012Si0.0027P0.00019Mo0.0017Ni0.001Cr0.0096
291,391.0,0.01,60.0,15.0,1139.0,0.0,0.5,860.0,930.0,850.0,139.8,0.0,0.07,160.0,0.0,120.0,930.0,30.0,Fe0.96368C0.0023Mn0.0051Cu0.0011Si0.0035S0.00012Mo0.0018Ni0.0169Cr0.0055
292,403.0,0.0,60.0,25.2,976.0,0.0,0.5,440.0,930.0,882.3810000000002,130.2,0.0,0.013,160.0,0.0,120.0,930.0,30.0,Fe0.97338C0.0023Mn0.0085Cu0.0007Si0.0029P0.00011S0.00011Mo0.0016Ni0.0044Cr0.006
293,197.0,0.0,30.0,0.0,564.0,30.0,24.0,1740.0,870.0,30.0,0.0,8.0,0.06,600.0,0.0,60.0,30.0,855.0,Fe0.97209C0.0043Mn0.0074Cu0.0002Si0.0026P0.00019S0.00012Mo0.0022Ni0.0002Cr0.0107
294,415.0,0.0,60.0,34.8,1086.0,0.0,0.5,690.0,930.0,895.5169999999998,100.2,0.0,0.07,160.0,0.01,120.0,930.0,30.0,Fe0.97469C0.0023Mn0.008Cu0.0007Si0.002P0.00013S0.00018Mo0.0002Ni0.0004Cr0.0114
295,3.0,0.02,30.0,0.0,235.0,0.0,0.0,1270.0,885.0,30.0,0.0,0.0,0.07,30.0,0.0,0.0,30.0,30.0,Fe0.98975C0.0026Mn0.0043Si0.0027S0.00015Ni0.0002Cr0.0003
296,285.0,0.0,30.0,0.0,578.0,30.0,24.0,420.0,900.0,30.0,0.0,8.0,0.0,550.0,0.02,60.0,30.0,845.0,Fe0.95111C0.0035Mn0.0054Cu0.0005Si0.0026P0.00019Ni0.0278Cr0.0089
297,75.0,0.0,30.0,0.0,415.0,30.0,24.0,1740.0,845.0,30.0,0.0,24.0,0.08,650.0,0.0,60.0,30.0,845.0,Fe0.98354C0.0048Mn0.0075Si0.0025P0.00024S0.00022Ni0.0002Cr0.001
298,97.0,0.0,30.0,0.0,464.0,30.0,24.0,1740.0,825.0,30.0,0.0,24.0,0.08,600.0,0.0,60.0,30.0,825.0,Fe0.98285C0.0057Mn0.0074Cu0.0002Si0.0023P0.00018S0.00017Cr0.0012
299,204.0,0.0,30.0,0.0,570.0,30.0,24.0,820.0,870.0,30.0,0.0,8.0,0.04,600.0,0.01,60.0,30.0,855.0,Fe0.97135C0.0042Mn0.0075Cu0.0012Si0.0028P0.00015Mo0.0017Ni0.0007Cr0.0104
300,34.0,0.0,30.0,0.0,389.0,30.0,24.0,1740.0,865.0,30.0,0.0,24.0,0.1,600.0,0.0,60.0,30.0,865.0,Fe0.98575C0.0037Mn0.0072Cu0.0002Si0.0024P0.00015S0.0002Ni0.0002Cr0.0002
301,144.0,0.01,30.0,0.0,562.0,30.0,24.0,530.0,870.0,30.0,0.0,8.0,0.01,550.0,0.0,60.0,30.0,855.0,Fe0.97211C0.0037Mn0.0082Cu0.0005Si0.0023P0.00012S0.00017Mo0.0016Ni0.0004Cr0.0109
302,19.0,0.0,30.0,0.0,418.0,30.0,24.0,1740.0,865.0,30.0,0.0,24.0,0.06,550.0,0.0,60.0,30.0,865.0,Fe0.98586C0.0032Mn0.0073Cu0.0003Si0.0026P0.00015S0.00019Ni0.0002Cr0.0002
303,189.0,0.0,30.0,0.0,634.0,30.0,24.0,820.0,870.0,30.0,0.0,8.0,0.04,550.0,0.01,60.0,30.0,855.0,Fe0.97135C0.0042Mn0.0075Cu0.0012Si0.0028P0.00015Mo0.0017Ni0.0007Cr0.0104
304,411.0,0.0,60.0,34.8,924.0,0.0,0.5,390.0,930.0,895.5169999999998,450.0,0.0,0.046,200.0,0.0,120.0,930.0,30.0,Fe0.97338C0.002Mn0.0077Cu0.002Si0.0032P0.00024S0.00028Mo0.0019Ni0.0046Cr0.0047
305,104.0,0.01,30.0,0.0,418.0,30.0,24.0,1270.0,825.0,30.0,0.0,24.0,0.08,650.0,0.0,60.0,30.0,825.0,Fe0.98257C0.0054Mn0.0076Si0.0026P0.00022S0.00021Ni0.0002Cr0.0012
306,179.0,0.0,30.0,0.0,476.0,30.0,24.0,500.0,870.0,30.0,0.0,8.0,0.08,650.0,0.0,60.0,30.0,855.0,Fe0.97188C0.0034Mn0.0071Cu0.0012Si0.0029P0.00019S0.00013Mo0.0016Ni0.0011Cr0.0105
307,176.0,0.0,30.0,0.0,511.0,30.0,24.0,820.0,870.0,30.0,0.0,8.0,0.1,650.0,0.0,60.0,30.0,855.0,Fe0.97476C0.0035Mn0.007Cu0.0002Si0.0025P0.00026S0.00018Mo0.0016Cr0.01
308,254.0,0.0,30.0,0.0,445.0,30.0,24.0,820.0,870.0,30.0,0.0,8.0,0.02,550.0,0.01,60.0,30.0,845.0,Fe0.9772C0.0041Mn0.0148Cu0.0006Si0.0022Ni0.0003Cr0.0008
309,234.0,0.0,30.0,0.0,470.0,30.0,24.0,1740.0,870.0,30.0,0.0,8.0,0.06,600.0,0.01,60.0,30.0,845.0,Fe0.97808C0.004Mn0.0134Cu0.0002Si0.0025P0.00017S0.00015Ni0.0002Cr0.0013
310,70.0,0.0,30.0,0.0,413.0,30.0,24.0,1740.0,845.0,30.0,0.0,24.0,0.07,650.0,0.0,60.0,30.0,845.0,Fe0.98306C0.0045Mn0.0079Cu0.0002Si0.0025P0.00018S0.00016Ni0.0002Cr0.0013
311,51.0,0.03,30.0,0.0,446.0,30.0,24.0,825.0,845.0,30.0,0.0,24.0,0.1,550.0,0.01,60.0,30.0,845.0,Fe0.98388C0.0044Mn0.0082Cu0.0002Si0.0024P0.00021S0.00021Ni0.0003Cr0.0002
312,229.0,0.01,30.0,0.0,425.0,30.0,24.0,610.0,870.0,30.0,0.0,8.0,0.02,550.0,0.02,60.0,30.0,845.0,Fe0.9748C0.0041Mn0.0151Cu0.0008Si0.0024P0.0002Ni0.0004Cr0.0022
313,167.0,0.0,30.0,0.0,491.0,30.0,24.0,1250.0,870.0,30.0,0.0,8.0,0.0,650.0,0.02,60.0,30.0,855.0,Fe0.97419C0.0035Mn0.007Si0.003P0.00019S0.00012Mo0.0015Ni0.0002Cr0.0103
314,139.0,0.0,30.0,0.0,571.0,30.0,24.0,1250.0,870.0,30.0,0.0,8.0,0.0,550.0,0.02,60.0,30.0,855.0,Fe0.97419C0.0035Mn0.007Si0.003P0.00019S0.00012Mo0.0015Ni0.0002Cr0.0103
315,242.0,0.0,30.0,0.0,396.0,30.0,24.0,530.0,870.0,30.0,0.0,8.0,0.02,650.0,0.01,60.0,30.0,845.0,Fe0.9759C0.004Mn0.0156Cu0.0005Si0.0022P0.00011S0.00019Ni0.0006Cr0.0009
